省份,城市,区域,院校名称,建校时间,隶属于,985工程,211工程,双一流,强基,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,简介
河南,郑州市,,郑州升达经贸管理学院,1993,河南省教育厅,,,,,0,0,0,0,2203,财经类,普通本科,民办,zsb@shengda.edu.cn,河南省郑州市新郑市龙湖镇文昌路1号,http://www.shengda.edu.cn,0371-62436243,郑州升达经贸管理学院始建于1993年，是教育部批准的全日制普通本科高校。学校毗邻郑州航空港经济综合实验区和中国(河南)自由贸易试验区，校园风景优美、宁静有致、湖光楼影、水木清华。目前设有金融贸易、会计、管理、商学、信息工程、外国语、文法、艺术、建筑工程、体育、交通管理等11个学院和创新创业教育学院、马克思主义学院、基础教学部等3个公共教学单位
四川,成都市,,成都师范学院,1955,四川省,,,,,0,0,0,0,1100,师范类,普通本科,公办,cdnuzsjyc@163.com,四川省成都市温江区海科路东段99号,http://www.cdnu.edu.cn/,028-66772145,成都师范学院是四川省省属本科师范学院，是四川省综合改革整体转型试点高校。学校前身系1955年创办的四川省教育行政学校，历经四川省教育干部进修学院（1964年）、四川省教育学院（1978年）、四川教育学院（1984年）等发展阶段。2012年3月，经教育部批准，改制为全日制普通本科院校，更名为成都师范学院。学校全面贯彻党的教育方针，坚持社会主义办学方向，坚持和加
重庆,重庆市,铜梁区,重庆艺术工程职业学院,2010,重庆市教委,,,,,0,0,0,0,500,艺术类,专科（高职）,民办,657097184@qq.com,重庆市铜梁区学府大道267号,http://www.cqysxy.com/,"023-45660252,023-45660251",重庆艺术工程职业学院是经重庆市人民政府批准成立，教育部备案的全日制普通高等职业院校(教育部代码：14367)，承担国家统招任务，面向全国招生，独立颁发国家承认的学历文凭资格。学院由重庆港鑫建筑装饰设计工程有限公司(装饰行业全国百强企业)创办，依托建筑及装饰行业优势，专注培养既有艺术素养又有工程技术素养的高端技能人才。现有艺术设计学院、建筑工程
安徽,合肥市,,安徽外国语学院,2002,安徽省教育厅,,,,,0,0,0,0,750,语言类,普通本科,民办,schoolmaster@aflc.com.cn,安徽省合肥市繁华大道（西）2号,http://www.aflu.edu.cn,"0551-68589666,0551-68589555",安徽外国语学院是一所以外国语言文学教育为特色的省属民办全日制普通本科高校，是中部地区唯一一所本科外国语学院。学校成立于2002年，前身为安徽外国语职业技术学院，2011年4月经教育部批准升格为普通本科高校，2021年通过教育部本科教学工作合格评估。学校坐落于国家4A级旅游景区紫蓬山风景区，校园内依山临水的自然气息与欧式风情的建筑风格相融合，凸显环境与
河北,石家庄市,裕华区,河北青年管理干部学院,1950,河北省教育厅,,,,,0,0,0,0,0,综合类,专科（高职）,公办,,河北省石家庄市槐中路 417号,http://www.hbqgy.cn,0311-87251616,河北青年管理干部学院是隶属于共青团河北省委的公办高等专科院校。学院的前身是成立于1950年的河北省团校。1987年经国家教委批准成立河北青年管理干部学院，从1999年开始，经国家教育部批准，招收普通高职专科学生。学院办学历史悠久，文化底蕴深厚。教学设施及文体活动设施完备，有礼堂、大型微机房、语音室、多功能厅、会计电算化实验室、餐饮客房实训室、综合
吉林,长春市,朝阳区,吉林省经济管理干部学院,1955,吉林省教育厅,,,,,0,0,0,0,0,财经类,专科（高职）,公办,,长春市硅谷大街429号,http://www.jemcc.net,0431-8932-5111/5222/5333,吉林省经济管理干部学院暨吉林经济职业技术学院成立于1989年，是一所以经济学、管理学为主，兼有工学、法学、文学等多学科协调发展的，具有普通高等教育、成人高等教育、短期培训与继续教育多种办学资格的省属公办高校，也是吉林省首批开展高等职业教育的院校之一，被誉为“企业家的摇篮”。学院座落在风光秀丽的北国春城——长春。现有院部、高新、红旗3个校区
江西,南昌市,新建区,江西工商职业技术学院,1998,江西省教育厅,,,,,0,0,0,0,850,理工类,专科（高职）,民办,,江西省南昌市南昌县向塘镇丽湖中大道99号,http://www.jxgsxy.net/,"0791-85129999,0791-85155355",江西工商职业技术学院是经江西省人民政府批准、国家教育部备案的一所全日制普通高等院校。面向全国招生、纳入国家普通高等院校统招计划。学院是教育部批准的江西省20所国家级、省级优质高职院校建设单位之一。坐落在享有“物华天宝、人杰地灵”美誉的英雄城--江西省会南昌。拥有象湖和向塘2个校区，占地面积850亩，各类在校生6000余人。教学设施和运动场(馆)齐全，
河北,唐山市,,华北理工大学冀唐学院,2001,河北省教育厅,,,,,0,25,3,0,500,医药类,普通本科,民办,jtxyzsb@163.com,河北省唐山市曹妃甸区唐山湾生态城渤海大道21号,http://jtxy.ncst.edu.cn/,0315-8819023,华北理工大学冀唐学院坐落于河北省唐山市，北依燕山，南临渤海，物产丰富，交通发达，历史文化悠久，人文底蕴丰厚。在国家京津冀一体化的发展战略下，与北京、天津构成了环渤海地区经济发展的“金三角”。华北理工大学冀唐学院(本科)始建于2001年，经河北省人民政府批准，华北煤炭医学院举办渤海分院。2002年6月28日，经河北省政府批准，渤海分院更名为华北煤炭医
山西,太原市,万柏林区,山西青年职业学院,1949,山西省,,,,,0,0,0,0,150,综合类,专科（高职）,公办,,山西省太原市经济技术开发区大昌南路17号,http://www.sxqzy.cn,"0351-8378417,0351-2029066",山西青年职业学院(共青团山西省委团校)是经国家教育部和山西省人民政府批准成立的全日制高职院校，是我省唯一培养青少年社会工作者和培训共青团干部的团属高校。前身为共青团山西省委团校、山西青年管理干部学院。目前主要承担高等职业教育、青年干部培训、青少年研究等方面工作。学院位于太原市经济技术开发区教育园区。占地355亩，建筑面积12.2万平方米，绿化
河北,石家庄市,,河北轨道运输职业技术学院,2012,河北省,,,,,0,0,0,0,1000,理工类,专科（高职）,公办,,"河北省石家庄市经济技术开发区赣江路9号,石家庄市宁安路189号",http://www.hbgdys.cn/,"0311-87088807,0311-87817776,0311-87923149",学院前身为“铁道部职工学校”，始建于1949年7月，历经“铁道部石家庄中级技工学校”“石家庄铁路学院”“北京铁路局石家庄铁路运输学校”“石家庄铁路运输学校”等转隶演变。随着职业教育形势的发展，原石家庄铁路司机学校、原河北省劳动和社会保障厅技工学校分别于2000年、2007年并入石家庄铁路运输学校。2012年2月，学院依托石家庄铁路运输学校雄厚办学实力和中
山西,运城市,,运城护理职业学院,1970,山西省,,,,,0,0,0,0,380,医药类,专科（高职）,公办,ychy2510888@163.com,山西省运城市复旦西街2155号,https://www.ychlxy.com/,"0359-2510888,0359-2510022","学院简介运城护理职业学院是在原运城市卫生学校基础上组建，经山西省人民政府批准、教育部备案，由运城市人民政府管理的公立高等职业院校,以护理职业教育为主，同时兼顾医学技术类和药学类教育。学校位于山西省运城市盐湖区复旦西街2155号，西邻舜帝陵景区，东邻运城学院，地理位置优越，环境优美。历史沿革1、1970年，运城地区卫生学校成立;2、2001年，运城撤地改"
河北,石家庄市,新华区,河北地质职工大学,1979,河北省教育厅,,,,,0,0,0,0,300,理工类,专科（高职）,公办,hbdzzd@163.com,石家庄市中山西路901号,http://www.dkyaolan.com,"0311-83605154,0311-83633725",河北地质职工大学成立于1979年，地处石家庄市中山西路，地理位置优越，交通便利。校区有设施完善的教学楼、学生宿舍楼、图书阅览室、计算机室、多媒体教室、语音室、学生餐厅等，校园环境整洁幽雅、安静秀丽，是学习深造的最佳场所。学校师资力量雄厚，现有副高级职称以上教师42名。学校还从其他高等院校、科研机构、生产单位聘请了一批领导、专家、学者作为本
江西,赣州市,,赣州师范高等专科学校,1903,江西省,,,,,0,0,0,0,1066,师范类,专科（高职）,公办,gzszzsb0606@163.com,江西省赣州市蓉江新区高校园区35号,http://www.ganzhsz.cn/default.shtml,"0797-8363272,0797-8363218",赣州师范高等专科学校于2013年经江西省人民政府批准、教育部备案同意，在原赣南教育学院的基础上改制为全日制普通高等学校。学校前身可追溯至1903年创建的虔南师范学堂，先后整合、吸纳赣州师范学校、赣南教育学院(赣南师范学院师范专科部)、赣南文艺学校、宁都师范学校(江西教育学院赣南分院)以及龙南师范学校、瑞金师范学校和兴国师范学校等教育资源，是一所以
山西,晋中市,榆次区,山西卫生健康职业学院,1953,山西省卫生计生委,,,,,0,0,0,0,286,医药类,专科（高职）,公办,sxzgyxyzjb@163.com,"文津校区：山西省市区（县）晋中市榆次区文津街100号,双东校区：山西省太原市双塔寺街22号",http://www.sxhvc.com,0351-2253143,山西职工医学院新校区位于晋中市高校新区文津街100号，其前身是1953年8月成立的山西省卫生厅卫生人员训练班（简称卫训班），1981年省政府批准成为山西医药卫生职工高等专科学校，1986年更名为山西职工医学院，与山西省中医学校是两块牌子、一套机构。1993年经国家教委批准，举办成人专升本教育；2000年经山西省教育厅批准，开始举办高职高专教育。2013年10月学院搬迁至
四川,成都市,,四川长江职业学院,2010,四川省教育厅,,,,,0,0,0,0,546,理工类,专科（高职）,民办,SCCJZY@126.com,四川省成都市成洛路828号,http://www.sccvc.com/,"028-84686008,028-84686941",四川长江职业学院是具有港资背景的教育部备案的具有独立颁发学历文凭资格的全日制普通高等院校，同时开展多层次、多元化的持续教育。学院目前设有电子信息系、建筑工程系、交通工程系、经济管理系、社会管理系、艺术与体育系、鼎利学院，从航空到电子信息、从外语到经济管理、从物流到4G通信，涉及通讯和信息等新兴产业、金融和物流等现代服务业、航空与机修等
江西,南昌市,东湖区,南昌师范学院,1952,江西省,,,,,0,0,0,0,614,师范类,普通本科,公办,xcb8309840@163.com,南昌市经济开发区瑞香路889号,http://www.jxie.edu.cn/,"0791-83816017,0791-83811781,0791-83818931",南昌师范学院前身是成立于1952年的江西省中等师资进修学校，1956年更名为南昌师范专科学校，1958年创办江西教育学院，是江西省最早创办的八所本科高校之一，第一任省长邵式平同志为学校亲笔题写了校名。1969年与江西师范学院、江西大学文科合并，先后成为井冈山大学、江西师范学院的组成部分，1979年恢复江西教育学院，2013年经教育部、省政府批准改制更名为南昌师范
江西,上饶市,信州区,江西医学高等专科学校,1951,江西省,,,,,0,0,0,0,814,医药类,专科（高职）,公办,sryxzb@126.com,江西省上饶市信州区志敏大道399号,http://www.jxyxgz.cn,"0793-7089428,0793-7089418",江西医学高等专科学校前身是创办于1951年的江西省第五医士学校，1953年改名为上饶卫生学校，1958年在卫校的基础上创办上饶医学专科学校，1959年更名为赣东北医学院，1978年经江西省人民政府批准成立江西医学院上饶分院。2013年3月经江西省人民政府批准设立江西医学高等专科学校，学校站在了一个新的历史起点，步入了一个新的发展阶段。学校位于赣、浙、闽、皖四省交界
河北,廊坊市,,廊坊卫生职业学院,1961,河北省,,,,,0,0,0,0,421,医药类,专科（高职）,公办,,河北省廊坊市经济技术开发区东方大学城四光路南,http://www.lfwx.net,"0316-6021111,0316-6026636,0316-6026616",廊坊卫生职业学院创建于1961年，是廊坊市唯一一所公办医学普通高校。建院50余年来，学院以呵护生命、守护健康为使命，创新人才培养模式，提高人才培养质量，为地区医疗卫生事业发展输送了大批医药卫生专业技术人才。学院位于廊坊开发区凤河之畔，占地420.9亩，建筑面积13.38万平米。学院现有7所临床教学医院和43个校内外实习实训基地，具有一支优秀的专兼职教师团队
江西,南昌市,,江西服装学院,1991,江西省教育厅,,,,,0,0,0,0,1300,艺术类,普通本科,民办,jf2000@fuzhuang.com.cn,江西省南昌市向塘经济开发区丽湖中大道108号,http://www.jift.edu.cn/,"0791-85158888,0791-85164453","江西服装学院是经国家教育部批准设立的全日制普通本科高校,是一所面向时尚行业，以培养创意设计、工程技术、市场推广和经营管理高级专门人才为主的专业性院校。学院的办学理念是“特色立校、质量强校”。学院的办学定位是：——发展目标定位：有特色、高水平的应用技术型大学。——办学类型定位：应用型普通本科院校。——办学层次定位：以本科教育为主，兼顾"
重庆,重庆市,九龙坡区,重庆轻工职业学院,2011,重庆市教委,,,,,0,0,0,0,0,综合类,专科（高职）,民办,cqqgxy@163.com,重庆市九龙坡区含谷镇宝洪村4号附88号,http://www.cqivc.com,"023-86972266,023-86972299",重庆轻工职业学院是一所全日制普通高职院校。坐落于重庆市主城区高新区，与重庆大学城毗邻，地理位置优越，交通便捷。校园建筑为西班牙帕提欧风格，古朴而典雅，宁静而秀美。学院坚持“学生成长需求至上”的价值观，践行小班教学、小班管理，因材施教，促进人人成才。学院遵循教育部等六部门关于“产教融合、校企合作”的统一部署和要求，与好利来集团、良瑜
山西,太原市,杏花岭区,山西传媒学院,1983,山西省,,,,,0,0,0,2,920,综合类,普通本科,公办,zsb@cusx.edu.cn,山西省晋中市榆次区文华街125号,http://www.arft.net/,"0351-2772155,0351-2772156",山西传媒学院是山西省人民政府和国家广播电视总局共建高校，是全国三所公办传媒类普通本科高校之一，也是国家广播电视总局广播电视网络视听人才培养基地、山西省宣传干部培训基地。学校的前身是由原广播电视部于1983年建立的华北广播电视学校，在此基础上1990年成立广播电影电视部管理干部学院，2000年划转山西省人民政府管理，2013年改制升格为本科院校并更名为山
四川,自贡市,,四川卫生康复职业学院,1918,四川省,,,,,0,0,0,0,1300,医药类,专科（高职）,公办,515487567@qq.com,四川省自贡市沿滩区东部新城四川卫生康复职业学院新校区,http://www.svchr.edu.cn/,"0813-8227706,0813-8122627,0813-8122628",四川卫生康复职业学院前身系1918年加拿大基督教会在仁济医院（即自贡市第一人民医院前身）内创办的仁济护士学校。建国后，经历数次易名，1953年更名为四川省自贡卫生学校。2003年，学校与自贡市第一人民医院合并建立自贡市仁济医学中心。2012年2月，经四川省人民政府批准，在原四川省自贡卫生学校基础上建立四川卫生康复职业学院。学院为公办普通高等学校，主要实施
河南,南阳市,卧龙区,南阳职业学院,2011,河南省教育厅,,,,,0,0,0,0,1265,综合类,专科（高职）,民办,1163897777@qq.com,河南省南阳西峡白羽北路,http://www.nyzyxy.com,"0377-60551111,0377-60396693",学院秉持“工学结合、校企合作”的人才培养理念，注重学生的创新能力培养和技能强化训练。学院根据各专业培养目标，主要建有千兆校园计算机宽带网、多媒体转播网络、有线电视网等教学服务设施;建有贸易模拟公司、会计模拟与电算化实验室、三维导游模拟实训室、计算机网络中心、多媒体语音教室;建有数控加工中心、电工电子线路、计算机程序控制、汽车检测与维修
河北,秦皇岛市,,河北环境工程学院,1981,河北省,,,,,0,0,0,0,666,综合类,普通本科,公办,,河北省秦皇岛市北戴河区金港大道8号,https://www.hebuee.edu.cn/,"0335-7815777,0335-7815802",地理位置：河北环境工程学院坐落在气候宜人、环境优美的避暑圣地河北省秦皇岛市北戴河区，拥有得天独厚的区位优势。秦皇岛是河北省省辖市，中国首批沿海开放城市之一，北方重要的对外贸易口岸。位于华北地区、冀东北部、南临渤海、北依燕山、东接葫芦岛、西接唐山、北接承德，处于环渤海经济圈中心地带，是东北与华北两大经济区的结合部，拥有世界第一大能源
山东,潍坊市,,潍坊工程职业学院,1881,山东省,,,,,0,0,0,0,1500,理工类,专科（高职）,公办,wfeczsb@163.com,山东省青州市云门山南路8979号,http://www.wfec.cn,0536-3277087,潍坊工程职业学院起源于1881年英国基督教会创办的培真书院，1978年开始举办高等专科教育，1998年举办高职教育，2010年改制为潍坊工程职业学院，是一所具有40年专科办学历史和20年高职教育办学经验、特色鲜明的国办全日制普通高等专科学校。建校至今已培养专科层次人才8万余人，培训社会各类人才累计20万人次，培养数量居潍坊市各高职院校之首。●全国定向培养士官试点
河北,张家口市,崇礼区,张家口学院,1978,河北省,,,,,0,0,0,0,1428,师范类,普通本科,公办,zjkxyzsc@163.com,河北省张家口市桥西区平门大街副19号,http://www.zjku.edu.cn/,"0313-8161730,0313-8161803",张家口学院是2013年4月经教育部批准设立的一所以教育学、医学和管理学为主干学科，文学、理学、艺术学等多学科相互支撑、协调发展的教学应用型本科院校。学校坐落于2022年冬奥会举办地张家口市西太平山南麓，万里长城蜿蜒穿过校园，堪称中国高校独一景观。现为国家中小学教师培训基地、河北省中小学骨干教师培训基地。学校校园占地656亩，规划占地近1000亩，现有校
重庆,重庆市,万州区,重庆安全技术职业学院,2011,重庆市,,,,,0,0,0,0,0,理工类,专科（高职）,公办,cqvist@163.com,重庆市万州区安庆路583号,https://www.cqvist.net/,"023-58567733,023-58311029",重庆工商职业学院是由重庆市人民政府举办，经教育部批准设立的公办全日制普通高等学校，面向全国招生。学校被教育部、财政部确定为“中国特色高水平高职学校和专业建设计划”高水平专业群建设单位，入选教育部“首批国家级职业教育教师教学创新团队”。近年来，学校内涵建设不断深化、发展环境不断改善、办学特色更加凸显，在“全国普通高校教师教学竞赛分析
浙江,宁波市,江北区,宁波幼儿师范高等专科学校,1983,浙江省,,,,,0,0,0,0,518,师范类,专科（高职）,公办,njyzsb@126.com,"杭州湾校区：宁波市杭州湾新区金溪西路129号,宁波校区：宁波市江北区环城北路西段625号",http://www.nbei.net,"0574-87212325,0574-87200222,0574-87203028,0574-87200217,0574-87203011",宁波教育学院是一所由国家教育部批准建立的、具有50余年办学历史的公办高等院校。学校坐落在宁波市区，位于美丽的三江文化长廊之畔，占地面积130余亩，建筑面积7万余平方米。校园精致幽雅，设施精良，交通便捷。学校坚持为基础教育和经济社会发展服务的办学指导思想，积极举办普通高等职业教育和成人高等教育，同时承担宁波市教育行政干部培训中心、宁波市中小
湖南,长沙市,,湖南食品药品职业学院,1979,湖南省,,,,,0,0,0,0,403,医药类,专科（高职）,公办,1608514894@qq.com,湖南省长沙市岳麓区含浦学士路345号,http://www.hnyzy.cn,"0731-83868518,0731-83868519",湖南食品药品职业学院是经湖南省人民政府批准设立、公办的全日制高等院校，由省食品药品监督管理局主管，教育业务由省教育厅管理。学院前身为湖南省医药中等专业学校，创办于1979年，曾获得“全国医药系统先进集体”、“全国医药教育先进集体”、“湖南省教学工作优秀单位”、“湖南省招生就业先进单位”、“长沙市文明单位”等荣誉。现有长沙市含浦、圭塘及洞
吉林,长春市,,吉林城市职业技术学院,1986,吉林省教育厅,,,,,0,0,0,0,450,理工类,专科（高职）,民办,,吉林省长春市宽城区凯旋北路7666号,http://www.jlcsxy.com,0431-82633888,吉林城市学院是一所经教育部备案、吉林省人民政府批准、纳入国家统一计划内招生、具有独立颁发国家高等学历证书资格的全日制普通高等院校。国标代码：14426。学院按照习近平主席讲话精神，以我国城市化建设为契机，立足吉林，面向东北亚经济圈，正确把握办学方向，在专业方向上定位城市大数据，城市智能化，城市宜居化，城市智慧化，培养品德要优、能力要强、专
四川,广元市,,川北幼儿师范高等专科学校,1902,四川省,,,,,0,0,0,0,503,师范类,专科（高职）,公办,cbyzzjc@126.com,四川省广元市利州区学府路218号（广元市利州区雪峰教育规划园区）,http://www.cbyz.edu.cn/,"0839-3342339,0839-3300826,0839-3305296,0839-3372775",川北幼儿师范高等专科学校是经四川省人民政府批准成立的公办全日制普通高等专科学校。学校的前身为发端于1902年、创办于1937年，受国家教委表彰的全国百所先进师范学校之一——四川省广元师范学校。学校具有百年师范办学传统，人文气息浓郁，文化积淀丰厚。1938年8月张澜先生（新中国第一届中央人民政府副主席）视察学校，向全校师生诠释的“智、仁、勇”教育思想
湖北,省直辖县级行政区划,天门市,天门职业学院,2010,湖北省,,,,,0,0,0,0,800,理工类,专科（高职）,公办,tmzyzb@126.com,湖北省天门市学院路特1号,http://www.tmzyxy.cn/,"0728-5232050,0728-5364001",天门职业学院是经湖北省人民政府批准建立、教育部备案的公办全日制普通高等院校，座落在驰名中外的茶圣(陆羽)故里，武汉城市圈著名历史文化名城—天门市。学院占地面积800亩，建筑面积25万平方米，教学、生活、文体设施齐备，功能完备，育人环境清静优雅，安全舒适。学院办学特色鲜明、师资力量雄厚、教学成果丰硕。现有中高级以上职称教师100多人，楚天技能名师8
河南,许昌市,,许昌电气职业学院,1958,河南省,,,,,0,0,0,0,990,理工类,专科（高职）,公办,zsk7746@163.com,河南省许昌市魏文路与永昌大道（北环路）交叉口,http://www.xcevc.cn/,"0374-3189559,0374-3189779",许昌电气职业学院是经教育部备案，2011年河南省人民政府批准，许昌市人民政府主办的一所多学科、全日制公办普通高等职业院校。学院实行多层次办学体制，集高职教育、技工教育、电大开放教育、社会培训四大功能于一体。    学校坐落于汉魏故都——河南省许昌市。许昌地处中原腹地，既是一座历史悠久的文化名城，又是一座蓬勃发展的现代新城。许昌三国文化底
广东,深圳市,,南方科技大学,2011,广东省,,,,,0,6,4,0,2970,理工类,普通本科,公办,zsb@sustc.edu.cn,广东省深圳市南山区学苑大道1088 号,https://www.sustech.edu.cn/,"0755-88010500,0755-88010507,0755-88010504",南方科技大学(简称南科大)是深圳在中国高等教育改革发展的宏观背景下，创建的一所高起点、高定位的公办创新型大学，它肩负着为我国高等教育改革发挥先导和示范作用的使命，并致力于服务创新型国家建设和深圳创新型城市建设。南科大被确定为国家高等教育综合改革试验校。2012年4月，教育部同意建校，并赋予学校探索具有中国特色的现代大学制度、探索创新人才培养
四川,绵阳市,涪城区,四川汽车职业技术学院,1979,四川省教育厅,,,,,0,0,0,0,500,理工类,专科（高职）,民办,zsjyc@scavtc.com,四川省绵阳市涪城区新皂镇石梯子村3号,http://www.scavtc.com/,"0816-2379161,13778008829",四川汽车职业技术学院是经四川省人民政府批准、国家教育部备案的全日制民办高等职业学院。是四川省唯一的一所汽车类高等职业技术学院，是国家级汽车实训基地、全国职业教育先进单位、国家职业指导教学训练实验基地、国家职业技能鉴定所、四川省文明单位。学院位于中国科技城绵阳。学院现占地436亩，建有功能齐全的教学楼、先进的实验实训大楼、舒适的学生公寓
河南,鹤壁市,,鹤壁汽车工程职业学院,2011,河南省教育厅,,,,,0,0,0,0,320,理工类,专科（高职）,民办,hbqcxyzsc@163.com,鹤壁市职业教育园区,http://www.hbqcxy.com/,"0392-3221100,0392-3221020",在广袤的豫北大地上，屹立着一座美丽如画、独具魅力的新兴工业城市——鹤壁。鹤壁交通发达，区位优势明显，历史悠久，文化灿烂。铁路、高速公路纵贯南北，横穿东西，已形成“双十字”大交通格局。所辖淇县，古称朝歌，曾为殷末四代帝都和春秋时期卫国国都，《封神演义》的故事就发生在这里。境内的淇河、中华第一古军校、北魏大石佛驰名中外。近年来，鹤壁市
山东,潍坊市,坊子区,山东海事职业学院,2005,山东省教育厅,,,,,0,0,0,0,822,理工类,专科（高职）,民办,shandonghaishi@163.com,山东省潍坊市滨海经济开发区科教创新园区智慧南二街1000号,http://www.sdm.net.cn/,"0536-3082861,0536-3082862",山东海事职业学院是山东省人民政府批准设立，由潍坊市政府主导举办、社会力量参与举办的山东省首所混合所有制普通高职专科院校，坐落于世界风筝之都-潍坊市。主校区位于渤海岸边、莱州湾畔，毗邻国家一类开放口岸—潍坊森达美港和白浪河游艇旅游码头，地理位置优越，交通便利。占地822亩，建筑面积22万平方米，教学仪器设备6561万元，实验实训室60余个，打造青年
河南,安阳市,,安阳幼儿师范高等专科学校,1978,河南省,,,,,0,0,0,0,484,师范类,专科（高职）,公办,ayyzzsb@126.com,河南省安阳市汤阴县人和路东段,http://www.ayys.net.cn,"0372-8806001,0372-3807392",安阳幼儿师范高等专科学校前身为安阳幼儿师范学校，始建于1978年。2012年2月，经省人民政府批准，学校在全省首批升格为幼儿师范高等专科学校。学校位于安阳市中华路和汤阴县人和路交会处，占地300亩，总建筑面积12.6万平方米，总投资2.6亿元。学校现有全日制在校生6831人，教职工389人，其中专任教师348人、副高级以上职称80人。开设有学前教育、早期教育、音乐教育、语
四川,成都市,,四川电影电视学院,1992,四川省教育厅,,,,,0,0,0,0,2100,艺术类,普通本科,民办,,"成都市金牛区华严路8号（金牛校区）,成都市安仁镇金山路188号（安仁校区）",http://www.scftvc.com/,"028-87512806,028-87516537",●魅力川影，星光闪耀四川电影电视学院是经教育部批准、继北京电影学院之后国内第二所以电影命名的全日制本科院校。学院创建于1992年，前身为四川师范大学电影电视学院，25年来已为央视、凤凰卫视和全国34个省级电视台、400余个市级电视台以及国内电影界输送了万余名影视专业人才。著名演员李易峰，央视主持人李佳明、施丹，湖南卫视主持人谢娜、杨乐乐，凤凰卫视
广东,肇庆市,,广东信息工程职业学院,2012,广东省教育厅,,,,,0,0,0,0,600,理工类,专科（高职）,民办,728868168@qq.com,广东省肇庆（大旺）国家高新技术产业开发区大旺大道21号,http://www.gdiet.edu.cn/,0758-3630628,广东信息工程职业学院成立于2012年2月，系经广东省人民政府批准、国家教育部备案，由广东省教育厅主管的全日制普通高等学校，学校代码：14427。历经六年，学院发展成为一所具有一定办学规模，办学定位和培养目标明确，办学特色和追求鲜明，可持续发展的高职学院。现有在校生近5000人，设有立经济管理系、信息技术系、工程技术系、公共课教学部、思想政治理论课教学
安徽,芜湖市,,安徽扬子职业技术学院,2011,安徽省教育厅,,,,,0,0,0,0,800,理工类,专科（高职）,民办,yzxyzhaoshengban@126.com,安徽省芜湖市三山区浮山路68号,,"0553-3918928,0553-3918791",安徽扬子职业技术学院是经安徽省人民政府批准、教育部备案、纳入国家统一招生计划、颁发国家承认学历的民办全日制普通高等院校。安徽工程大学原校长、党委书记、博士生导师汪学骞教授任学院院长。学院座落于芜湖市三山区，东望大学城，西临绿色工业园，南迎沿江高速，北接龙湖风景区和奔腾浩瀚的万里长江。作为芜湖市重点工程和安徽省861项目，学院规划总投资
河南,郑州市,,河南机电职业学院,1953,河南省,,,,,0,0,0,0,782,理工类,专科（高职）,公办,hnjdzsb@163.com,河南省郑州南大学城泰山路与郑新快速路交叉口西200米路南,http://www.hnjd.edu.cn,0371-85901035,河南机电职业学院是省教育厅直属、公办全日制高等院校。学院始建于1953年，坐落于郑州南大学城，占地面积782.4亩，建筑面积40万平方米，教学仪器设备总值2.1亿元，图书35万册。学院下设12个二级学院，开设43个专业，与洛阳理工学院联合开设机械设计制造及其自动化等6个本科专业。学院现有专兼职教师586人，其中教授、副教授116人，博士学位教师30人，90%以上的青年教师具
广东,广州市,,广东舞蹈戏剧职业学院,1959,广东省,,,,,0,0,0,0,300,艺术类,专科（高职）,公办,gdddczsb@163.com,"佛山校区：广东省佛山市南海区狮山高尔夫路,广州天河校区：广州市天河区水荫横路11号",http://www.gdddc.edu.cn,"020-87047495,020-87047560",广东舞蹈戏剧职业学院是公办全日制艺术高职院校，于2012年2月经广东省人民政府批准设立，国家教育部备案，直属广东省文化厅。其前身为1958年建校的广东粤剧学校和1959年建校的广东舞蹈学校。学院的成立补齐了我省舞台艺术教育的短板，填补了我省戏剧、舞蹈表演、舞台美术高等职业教育空白。建院以来，学院在省文化厅领导、省教育厅指导下，加速转变，加快发展，校
内蒙古,赤峰市,,赤峰工业职业技术学院,1958,内蒙古自治区,,,,,0,0,0,0,503,理工类,专科（高职）,公办,,内蒙古赤峰市新城区巴林北街22号,http://www.cfgy.cn,"0476-5890310,0476-5890311",赤峰工业职业技术学院，前身是1958年建立的昭乌达盟农牧机械化学校。1988年，改建为“内蒙古纺织工业学校”，2004—2005年，将赤峰市粮食职工中等专业学校、赤峰财经学校、赤峰民族技工学校、赤峰黄金技工学校并入学校，2010年经自治区政府批准晋升为赤峰工业职业技术学院，2014年6月，挂牌成立内蒙古民族工业技师学院。学院位于赤峰市新城区，占地503亩，建筑面积约13
广东,广州市,,广州东华职业学院,2011,广东省教育厅,,,,,0,0,0,0,758,综合类,专科（高职）,民办,gzdhxyjy@163.com,广州市白云区太和镇穗丰水均田路363号,http://www.gzdhxy.edu.cn/,"020-87470138,020-22693188",广州东华职业学院是经广东省人民政府批准设立，教育部备案，广东省教育厅主管的一所全日制普通高等院校，设立于2011年2月。学院坐落于广州市白云区帽峰山风景区东侧，毗邻广州天河软件园、广州黄埔科学城、天河学院等，交通便利，环境优美。校区占地面积758亩。基础设施完备，是读书治学、修心养性的圣地。现有在校生9000多人。学院现设有财经学院、管理学院、信
